ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001043,female,non-single,57,university,155062,skilled employee,big city
100001044,female,non-single,42,university,199654,skilled employee,big city
100001045,male,single,62,university,124723,skilled employee,big city
100001046,female,non-single,41,university,127752,skilled employee,big city
100001047,female,non-single,51,university,157595,management/self -employed,mid-sized city
100001048,female,non-single,38,university,135534,skilled employee,big city
100001049,female,non-single,56,university,166264,management/self -employed,big city
100001050,female,non-single,43,university,147259,skilled employee,mid-sized city
100001051,female,non-single,48,university,161116,skilled employee,mid-sized city
100001052,male,single,61,university,139380,skilled employee,mid-sized city
100001053,male,non-single,48,university,213768,management/self -employed,big city
100001054,male,single,68,university,125903,skilled employee,big city
100001055,female,non-single,62,university,163940,skilled employee,mid-sized city
100001056,female,non-single,56,university,173378,management/self -employed,big city
100001057,female,non-single,53,university,126847,skilled employee,mid-sized city
100001058,male,non-single,33,graduate school,166712,skilled employee,big city
100001059,female,non-single,60,university,189166,skilled employee,mid-sized city
100001060,female,non-single,47,university,161714,skilled employee,mid-sized city
100001061,male,non-single,25,graduate school,214364,management/self -employed,big city
100001062,male,single,64,university,184680,skilled employee,mid-sized city
100001063,male,single,73,university,214732,management/self -employed,mid-sized city
100001064,male,non-single,66,university,152527,skilled employee,mid-sized city
100001065,female,non-single,76,graduate school,170366,management/self -employed,mid-sized city
100001066,female,non-single,60,university,194532,management/self -employed,mid-sized city
100001067,female,non-single,57,university,125883,skilled employee,big city
100001068,male,non-single,30,graduate school,131242,skilled employee,big city
100001069,male,non-single,43,university,159880,management/self -employed,mid-sized city
100001070,male,single,57,university,165519,skilled employee,big city
100001071,male,non-single,51,university,149653,skilled employee,mid-sized city
100001072,female,non-single,61,university,134102,skilled employee,mid-sized city
100001073,male,single,64,university,159378,management/self -employed,big city
100001074,male,non-single,41,university,205476,management/self -employed,mid-sized city
100001075,male,non-single,43,university,280566,management/self -employed,big city
100001076,male,non-single,67,graduate school,71823,unemployed,big city
100001077,female,non-single,71,graduate school,211572,management/self -employed,mid-sized city
100001078,male,single,59,university,136123,skilled employee,mid-sized city
100001079,male,non-single,60,university,176372,skilled employee,mid-sized city
100001080,female,non-single,60,university,128271,skilled employee,mid-sized city
100001081,female,non-single,45,university,169020,management/self -employed,big city
100001082,male,single,63,university,122267,skilled employee,big city
100001083,male,non-single,38,graduate school,169324,management/self -employed,big city
100001084,female,non-single,46,university,192561,management/self -employed,mid-sized city
100001085,male,non-single,55,university,145781,skilled employee,big city
100001086,male,non-single,50,university,135376,skilled employee,mid-sized city
100001087,female,non-single,30,graduate school,169002,management/self -employed,big city
100001088,male,single,63,university,128469,skilled employee,big city
100001089,male,single,67,university,135567,skilled employee,mid-sized city
100001090,female,non-single,54,university,170644,management/self -employed,big city
100001091,male,single,71,university,192360,management/self -employed,mid-sized city
100001092,female,non-single,32,graduate school,133235,skilled employee,big city
100001093,female,non-single,45,university,260847,management/self -employed,big city
100001094,male,single,65,university,285647,management/self -employed,big city
100001095,male,single,62,university,164816,management/self -employed,mid-sized city
100001096,female,non-single,28,graduate school,130148,unemployed,big city
100001097,male,single,65,university,129838,skilled employee,mid-sized city
100001098,male,single,57,university,281647,management/self -employed,mid-sized city
100001099,female,non-single,48,university,157305,skilled employee,big city
100001100,female,non-single,71,graduate school,163654,skilled employee,mid-sized city
100001101,male,single,38,high school,82398,skilled employee,mid-sized city
100001102,male,non-single,40,high school,107710,skilled employee,mid-sized city
100001103,male,single,49,high school,122346,skilled employee,mid-sized city
100001104,male,non-single,32,high school,155540,management/self -employed,mid-sized city
100001105,male,single,45,high school,127572,skilled employee,mid-sized city
100001106,male,single,40,high school,154031,management/self -employed,mid-sized city
100001107,male,single,66,university,164931,management/self -employed,big city
100001108,male,single,38,high school,123003,skilled employee,big city
100001109,male,non-single,20,high school,89605,skilled employee,mid-sized city
100001110,male,single,48,high school,117721,skilled employee,mid-sized city
100001111,male,non-single,46,university,168904,management/self -employed,mid-sized city
100001112,male,single,32,high school,137576,management/self -employed,big city
100001113,male,single,54,high school,111274,skilled employee,mid-sized city
100001114,male,non-single,24,high school,94249,management/self -employed,big city
100001115,male,non-single,27,high school,180940,management/self -employed,mid-sized city
100001116,male,single,57,high school,125032,skilled employee,big city
100001117,male,single,38,high school,138011,management/self -employed,mid-sized city
100001118,male,single,40,high school,144850,skilled employee,mid-sized city
100001119,male,non-single,20,high school,107270,skilled employee,big city
100001120,male,single,36,high school,113405,management/self -employed,big city
100001121,male,single,47,high school,137338,skilled employee,big city
100001122,male,single,64,university,125119,unemployed,big city
100001123,male,single,42,high school,159745,management/self -employed,big city
100001124,male,single,44,high school,181262,management/self -employed,big city
100001125,male,non-single,30,high school,90500,management/self -employed,big city
100001126,male,single,37,high school,102733,skilled employee,mid-sized city
100001127,male,single,42,high school,135493,skilled employee,big city
100001128,male,non-single,62,university,169044,skilled employee,mid-sized city
100001129,male,single,49,high school,178549,skilled employee,big city
100001130,male,single,52,high school,159716,skilled employee,big city
100001131,male,non-single,36,high school,170118,management/self -employed,mid-sized city
100001132,male,single,49,high school,143886,unemployed,mid-sized city
100001133,male,single,42,high school,130164,management/self -employed,big city
100001134,male,single,38,high school,114476,skilled employee,mid-sized city
100001135,male,single,50,high school,126143,skilled employee,mid-sized city
100001136,male,non-single,34,high school,129654,management/self -employed,big city
100001137,male,single,43,high school,123202,skilled employee,big city
100001138,male,single,40,high school,160524,skilled employee,mid-sized city
100001139,male,single,56,university,126906,skilled employee,mid-sized city
100001140,male,single,41,high school,143994,management/self -employed,big city
100001141,male,non-single,30,high school,123517,management/self -employed,big city
100001142,male,non-single,28,high school,129055,skilled employee,big city
100001143,male,single,64,university,136312,unemployed,big city
100001144,male,single,67,university,112486,skilled employee,big city
100001145,male,single,37,high school,152401,management/self -employed,mid-sized city
100001146,male,single,31,high school,157453,management/self -employed,mid-sized city
100001147,male,single,32,high school,142870,management/self -employed,big city
100001148,male,non-single,52,university,137231,skilled employee,big city
100001149,male,non-single,31,high school,104406,skilled employee,mid-sized city
100001150,male,single,36,high school,145385,management/self -employed,mid-sized city
100001151,male,non-single,32,high school,146519,management/self -employed,mid-sized city
100001152,male,single,51,high school,126227,skilled employee,big city
100001153,male,single,47,high school,112227,management/self -employed,mid-sized city
100001154,male,non-single,34,high school,110145,skilled employee,big city
100001155,male,non-single,46,university,149419,skilled employee,mid-sized city
100001156,male,non-single,42,high school,176646,skilled employee,mid-sized city
100001157,male,single,39,high school,91019,management/self -employed,mid-sized city
100001158,male,single,50,high school,169579,skilled employee,big city
100001159,male,single,42,high school,142305,skilled employee,big city
100001160,male,non-single,36,high school,130602,skilled employee,mid-sized city
100001161,male,non-single,18,high school,98992,skilled employee,mid-sized city
100001162,male,single,35,high school,181926,management/self -employed,big city
100001163,male,single,38,high school,152864,skilled employee,big city
100001164,male,single,39,high school,135837,management/self -employed,big city
100001165,male,non-single,24,high school,121757,unemployed,big city
100001166,male,single,41,high school,182274,skilled employee,mid-sized city
100001167,male,single,36,high school,149040,management/self -employed,big city
100001168,male,single,37,high school,154196,management/self -employed,big city
100001169,male,non-single,45,university,135332,skilled employee,mid-sized city
100001170,male,single,41,high school,134200,management/self -employed,big city
100001171,male,single,36,high school,177171,management/self -employed,big city
100001172,male,single,38,high school,115964,unemployed,big city
100001173,male,single,38,high school,136871,unemployed,mid-sized city
100001174,male,non-single,53,university,159559,management/self -employed,big city
100001175,male,single,35,high school,113878,skilled employee,big city
100001176,male,single,48,high school,171203,management/self -employed,big city
100001177,male,single,36,high school,102180,skilled employee,big city
100001178,male,non-single,22,high school,116844,management/self -employed,mid-sized city
100001179,male,single,35,high school,139844,management/self -employed,big city
100001180,male,single,42,high school,156431,unemployed,mid-sized city
100001181,male,single,39,high school,116137,unemployed,mid-sized city
100001182,male,single,31,high school,143081,skilled employee,mid-sized city
100001183,male,single,33,high school,155870,management/self -employed,big city
100001184,male,non-single,31,high school,106924,unemployed,mid-sized city
100001185,male,single,42,high school,102133,skilled employee,mid-sized city
100001186,male,single,61,university,145227,unemployed,mid-sized city
100001187,male,single,38,high school,159500,management/self -employed,big city
100001188,male,single,33,high school,98498,unemployed,mid-sized city
100001189,male,single,48,high school,159714,skilled employee,big city
100001190,male,single,31,high school,121852,unemployed,mid-sized city
100001191,male,single,52,high school,141271,management/self -employed,big city
100001192,male,non-single,27,high school,123213,skilled employee,big city
100001193,male,single,40,high school,143723,management/self -employed,mid-sized city
100001194,male,single,34,high school,112538,unemployed,mid-sized city
100001195,male,non-single,26,high school,97932,management/self -employed,big city
100001196,male,single,30,high school,154003,unemployed,mid-sized city
100001197,male,single,53,high school,177179,skilled employee,mid-sized city
100001198,male,single,45,high school,128052,skilled employee,big city
100001199,male,single,32,high school,114617,management/self -employed,mid-sized city
100001200,male,single,35,high school,182822,management/self -employed,big city
100001201,male,non-single,26,high school,177215,skilled employee,big city
100001202,male,single,30,high school,110929,skilled employee,mid-sized city
100001203,male,single,37,high school,111821,skilled employee,mid-sized city
100001204,male,single,32,high school,97306,management/self -employed,mid-sized city
100001205,male,non-single,40,high school,157231,skilled employee,mid-sized city
100001206,male,single,44,high school,126906,unemployed,big city
100001207,male,single,43,high school,133243,skilled employee,big city
100001208,male,single,51,high school,112250,skilled employee,mid-sized city
100001209,male,single,37,high school,104349,unemployed,mid-sized city
100001210,male,single,33,high school,151421,skilled employee,big city
100001211,male,non-single,32,high school,178081,management/self -employed,mid-sized city
100001212,male,single,35,high school,110181,unemployed,big city
100001213,male,non-single,30,high school,113012,skilled employee,mid-sized city
100001214,male,non-single,35,high school,154585,management/self -employed,big city
100001215,male,single,40,high school,144704,management/self -employed,mid-sized city
100001216,male,single,37,high school,141632,management/self -employed,big city
100001217,male,single,37,high school,105055,skilled employee,big city
100001218,male,single,37,high school,124597,skilled employee,big city
100001219,male,single,53,high school,160164,management/self -employed,mid-sized city
100001220,male,single,34,high school,151754,management/self -employed,mid-sized city
100001221,male,single,51,high school,155551,skilled employee,mid-sized city
100001222,male,non-single,26,high school,94986,skilled employee,big city
100001223,male,single,34,high school,175800,unemployed,mid-sized city
100001224,male,single,51,high school,126246,management/self -employed,mid-sized city
100001225,male,single,33,high school,116261,skilled employee,big city
100001226,male,non-single,32,high school,117796,unemployed,big city
100001227,male,single,39,high school,115363,skilled employee,mid-sized city
100001228,male,single,53,high school,169076,skilled employee,mid-sized city
100001229,male,single,34,high school,97474,management/self -employed,big city
100001230,male,single,37,high school,140341,skilled employee,big city
100001231,male,non-single,28,high school,114503,skilled employee,mid-sized city
100001232,male,non-single,25,high school,102937,skilled employee,big city
100001233,male,single,36,high school,151781,management/self -employed,big city
100001234,male,non-single,36,high school,123133,skilled employee,big city
100001235,male,single,35,high school,118879,skilled employee,big city
100001236,male,non-single,21,high school,158683,skilled employee,mid-sized city
100001237,male,non-single,29,high school,107514,skilled employee,big city
100001238,male,single,60,university,193879,skilled employee,mid-sized city
100001239,male,single,45,high school,135043,skilled employee,mid-sized city
100001240,male,non-single,56,university,108559,unemployed,mid-sized city
100001241,male,non-single,30,high school,121038,skilled employee,big city
100001242,male,single,52,high school,151947,management/self -employed,big city
100001243,male,non-single,26,high school,118820,skilled employee,mid-sized city
100001244,male,single,43,high school,121517,skilled employee,mid-sized city
100001245,male,single,34,high school,113572,skilled employee,mid-sized city
100001246,male,non-single,22,high school,131170,skilled employee,big city
100001247,male,single,42,high school,92430,unemployed,mid-sized city
100001248,male,single,38,high school,124554,unemployed,mid-sized city
100001249,male,non-single,29,high school,115988,skilled employee,big city
100001250,male,single,44,high school,107301,skilled employee,big city
100001251,male,non-single,29,high school,103767,management/self -employed,mid-sized city
100001252,male,single,44,high school,141493,skilled employee,big city
100001253,male,single,38,high school,154339,skilled employee,big city
100001254,male,non-single,26,high school,112369,unemployed,mid-sized city
100001255,male,single,53,high school,158193,skilled employee,mid-sized city
100001256,male,single,43,high school,143734,skilled employee,mid-sized city
100001257,male,single,33,high school,121890,skilled employee,mid-sized city
100001258,male,single,52,high school,127609,unemployed,mid-sized city
100001259,male,non-single,26,high school,94650,unemployed,big city
100001260,male,single,38,high school,175504,management/self -employed,mid-sized city
100001261,male,single,47,high school,165495,skilled employee,big city
100001262,male,non-single,26,high school,120389,skilled employee,mid-sized city
100001263,male,non-single,36,high school,165340,skilled employee,mid-sized city
100001264,male,single,36,high school,119804,skilled employee,mid-sized city
100001265,male,single,57,university,154344,management/self -employed,mid-sized city
100001266,male,non-single,31,high school,106266,management/self -employed,big city
100001267,male,single,45,high school,136129,skilled employee,mid-sized city
100001268,male,single,40,high school,151914,management/self -employed,mid-sized city
100001269,male,non-single,21,high school,121473,skilled employee,mid-sized city
100001270,male,single,46,high school,127147,skilled employee,big city
100001271,male,single,35,high school,125387,skilled employee,big city
100001272,male,non-single,31,high school,139490,unemployed,big city
100001273,male,single,51,high school,124990,skilled employee,big city
100001274,male,non-single,21,high school,101471,management/self -employed,mid-sized city
100001275,male,single,48,high school,155708,skilled employee,mid-sized city
100001276,male,single,48,high school,142345,skilled employee,big city
100001277,male,single,68,university,148675,unemployed,mid-sized city
100001278,male,non-single,45,university,116484,skilled employee,big city
100001279,male,single,35,high school,150237,management/self -employed,big city
100001280,male,non-single,22,high school,100273,skilled employee,big city
100001281,male,single,44,high school,122292,unemployed,mid-sized city
100001282,male,single,52,high school,159216,skilled employee,mid-sized city
100001283,male,single,48,high school,130082,skilled employee,big city
100001284,male,single,33,high school,139547,skilled employee,big city
100001285,male,non-single,35,high school,122895,skilled employee,mid-sized city
100001286,male,non-single,64,university,154549,skilled employee,mid-sized city
100001287,male,single,58,high school,149315,unemployed,big city
100001288,male,non-single,24,high school,118101,unemployed,big city
100001289,male,single,40,high school,115831,unemployed,big city
100001290,male,single,49,high school,118571,management/self -employed,big city
100001291,male,single,31,high school,138906,skilled employee,big city
100001292,male,single,46,high school,98520,skilled employee,big city
100001293,male,single,46,high school,106576,skilled employee,mid-sized city
100001294,male,single,49,high school,121592,skilled employee,mid-sized city
100001295,male,single,29,high school,135605,unemployed,mid-sized city
100001296,male,single,37,high school,114552,skilled employee,big city
100001297,male,single,33,high school,151339,management/self -employed,mid-sized city
100001298,male,single,71,university,170387,skilled employee,big city
100001299,male,single,35,high school,118288,skilled employee,big city
100001300,male,single,40,high school,109992,skilled employee,big city
100001301,female,single,27,high school,90654,unemployed,small city
100001302,female,single,61,university,113290,unemployed,small city
100001303,female,non-single,29,high school,100093,skilled employee,mid-sized city
100001304,female,single,33,high school,109489,skilled employee,small city
100001305,female,single,56,university,139427,unemployed,small city
100001306,female,non-single,27,high school,123411,skilled employee,mid-sized city
100001307,female,non-single,22,high school,137925,skilled employee,small city
100001308,female,non-single,19,high school,99119,skilled employee,small city
100001309,female,non-single,28,high school,91084,skilled employee,mid-sized city
100001310,female,non-single,24,high school,110137,skilled employee,mid-sized city
100001311,female,non-single,27,high school,67041,unemployed,small city
100001312,female,non-single,30,high school,127299,skilled employee,mid-sized city
100001313,female,single,26,high school,84555,unemployed,small city
100001314,female,non-single,26,high school,123895,skilled employee,small city
100001315,female,non-single,23,high school,94324,skilled employee,mid-sized city
100001316,female,non-single,28,high school,96062,skilled employee,small city
100001317,female,non-single,67,graduate school,144843,skilled employee,small city
100001318,female,non-single,27,high school,107485,skilled employee,mid-sized city
100001319,female,non-single,32,high school,98573,skilled employee,small city
100001320,female,single,24,high school,107462,unemployed,small city
100001321,female,non-single,28,high school,115809,skilled employee,mid-sized city
100001322,female,single,48,university,118749,unemployed,small city
100001323,female,non-single,32,high school,139112,skilled employee,mid-sized city
100001324,female,non-single,25,high school,94075,skilled employee,small city
100001325,female,non-single,57,university,62002,unemployed,small city
100001326,female,non-single,28,high school,127262,skilled employee,small city
100001327,female,non-single,24,high school,122846,skilled employee,mid-sized city
100001328,female,non-single,25,high school,61907,unemployed,small city
100001329,female,single,31,high school,89287,unemployed,small city
100001330,female,single,33,high school,103696,skilled employee,mid-sized city
100001331,female,non-single,50,university,147603,skilled employee,small city
100001332,female,non-single,58,university,139229,unemployed,mid-sized city
100001333,female,non-single,27,high school,107932,unemployed,small city
100001334,female,non-single,48,university,116235,unemployed,small city
100001335,female,non-single,22,high school,85974,unemployed,small city
100001336,female,non-single,40,high school,124001,unemployed,small city
100001337,female,non-single,32,high school,121428,skilled employee,small city
100001338,female,single,25,high school,93233,unemployed,small city
100001339,female,non-single,27,high school,67965,unemployed,small city
100001340,female,non-single,27,high school,88001,unemployed,small city
100001341,female,non-single,23,high school,129112,skilled employee,small city
100001342,female,non-single,32,high school,109324,skilled employee,mid-sized city
100001343,female,non-single,25,high school,112785,skilled employee,mid-sized city
100001344,female,non-single,46,university,136735,unemployed,small city
100001345,female,non-single,21,high school,107779,skilled employee,mid-sized city
100001346,female,non-single,29,high school,103526,skilled employee,small city
100001347,female,non-single,31,high school,93171,unemployed,small city
100001348,female,single,26,high school,106559,unemployed,small city
100001349,female,non-single,23,high school,112728,skilled employee,mid-sized city
100001350,female,single,38,high school,102855,skilled employee,mid-sized city
100001351,female,single,35,high school,85381,unemployed,small city
100001352,female,non-single,27,high school,100762,skilled employee,mid-sized city
100001353,female,non-single,22,high school,131445,skilled employee,mid-sized city
100001354,female,non-single,52,university,123194,skilled employee,small city
100001355,female,non-single,19,high school,99519,skilled employee,mid-sized city
100001356,female,non-single,23,high school,112853,skilled employee,small city
100001357,female,single,42,high school,110509,skilled employee,small city
100001358,female,non-single,27,high school,106446,skilled employee,mid-sized city
100001359,female,non-single,39,university,89665,unemployed,small city
100001360,female,non-single,50,university,128233,skilled employee,mid-sized city
100001361,female,non-single,36,high school,133615,skilled employee,small city
100001362,female,non-single,25,high school,115833,skilled employee,mid-sized city
100001363,female,non-single,27,high school,65560,unemployed,small city
100001364,female,non-single,30,high school,118642,skilled employee,small city
100001365,female,single,22,high school,63635,unemployed,small city
100001366,female,non-single,27,high school,122649,skilled employee,mid-sized city
100001367,female,single,31,high school,143321,management/self -employed,mid-sized city
100001368,female,non-single,29,high school,99556,skilled employee,small city
100001369,female,single,34,high school,36760,unemployed,small city
100001370,female,single,33,high school,71935,unemployed,small city
100001371,female,non-single,26,high school,114977,skilled employee,small city
100001372,female,non-single,36,high school,147691,skilled employee,mid-sized city
100001373,female,non-single,26,high school,54296,unemployed,small city
100001374,female,non-single,39,high school,80014,unemployed,small city
100001375,female,non-single,44,university,77887,unemployed,small city
100001376,female,non-single,46,university,98517,unemployed,small city
100001377,female,non-single,31,high school,103012,unemployed,small city
100001378,female,single,26,high school,121377,skilled employee,small city
100001379,female,non-single,22,high school,91359,skilled employee,mid-sized city
100001380,female,single,48,university,104833,unemployed,small city
100001381,female,non-single,27,high school,101209,skilled employee,small city
100001382,female,single,30,high school,58207,unemployed,small city
100001383,female,non-single,27,high school,116708,skilled employee,mid-sized city
100001384,female,non-single,36,high school,107471,skilled employee,mid-sized city
100001385,female,non-single,31,high school,128495,skilled employee,small city
100001386,female,single,21,high school,124468,skilled employee,small city
100001387,female,non-single,26,high school,106922,skilled employee,mid-sized city
100001388,female,single,24,high school,104291,skilled employee,small city
100001389,female,non-single,29,high school,98204,skilled employee,small city
100001390,female,non-single,32,high school,127071,skilled employee,small city
100001391,female,non-single,45,university,85115,unemployed,small city
100001392,female,non-single,58,university,104013,unemployed,small city
100001393,female,non-single,25,high school,89863,skilled employee,small city
100001394,female,non-single,67,graduate school,135300,skilled employee,small city
100001395,female,non-single,53,university,107861,unemployed,small city
100001396,female,non-single,24,high school,123994,skilled employee,small city
100001397,female,single,20,high school,91270,unemployed,small city
100001398,female,non-single,71,graduate school,133245,unemployed,small city
100001399,female,non-single,31,high school,118594,skilled employee,mid-sized city
100001400,female,non-single,27,high school,40606,unemployed,small city
100001401,female,non-single,36,high school,129304,unemployed,small city
100001402,female,non-single,25,high school,113118,skilled employee,small city
100001403,female,single,41,high school,133131,skilled employee,small city
100001404,female,non-single,30,high school,106876,skilled employee,mid-sized city
100001405,female,non-single,32,high school,130870,skilled employee,mid-sized city
100001406,female,non-single,29,high school,125621,unemployed,small city
100001407,female,single,27,high school,78923,unemployed,small city
100001408,female,non-single,32,high school,123983,skilled employee,small city
100001409,female,non-single,25,high school,75184,unemployed,small city
100001410,female,single,24,high school,109693,skilled employee,small city
100001411,female,non-single,63,university,86273,unemployed,small city
100001412,female,single,42,university,113190,unemployed,small city
100001413,female,non-single,22,high school,109274,unemployed,small city
100001414,female,non-single,46,university,143489,skilled employee,mid-sized city
100001415,female,non-single,24,high school,99570,skilled employee,mid-sized city
100001416,female,single,30,high school,139468,skilled employee,mid-sized city
100001417,female,non-single,44,university,108627,unemployed,small city
100001418,female,single,25,high school,106355,skilled employee,small city
100001419,female,non-single,27,high school,96952,skilled employee,small city
100001420,female,non-single,27,high school,141502,skilled employee,mid-sized city
100001421,female,non-single,34,high school,110420,skilled employee,mid-sized city
100001422,female,non-single,18,high school,97741,skilled employee,mid-sized city
100001423,female,non-single,25,high school,99583,skilled employee,mid-sized city
100001424,female,non-single,21,high school,63698,unemployed,small city
100001425,female,non-single,26,high school,116688,skilled employee,mid-sized city
100001426,female,non-single,27,high school,131542,management/self -employed,mid-sized city
100001427,female,single,25,high school,136055,skilled employee,mid-sized city
100001428,female,non-single,30,high school,100195,skilled employee,mid-sized city
100001429,female,single,66,graduate school,131001,skilled employee,small city
100001430,female,non-single,25,high school,104062,skilled employee,mid-sized city
100001431,female,non-single,43,university,137689,skilled employee,small city
100001432,female,non-single,35,high school,137705,skilled employee,mid-sized city
100001433,female,single,70,graduate school,69915,unemployed,small city
100001434,female,single,35,high school,68731,unemployed,small city
100001435,female,non-single,26,high school,105726,skilled employee,small city
100001436,female,single,29,high school,78078,unemployed,small city
100001437,female,non-single,22,high school,110835,unemployed,small city
100001438,female,single,26,high school,115531,skilled employee,mid-sized city
100001439,female,non-single,36,high school,92723,unemployed,small city
100001440,female,non-single,35,high school,107509,skilled employee,mid-sized city
100001441,female,non-single,28,high school,116763,skilled employee,mid-sized city
100001442,female,non-single,24,high school,100733,skilled employee,small city
100001443,female,non-single,34,high school,92652,unemployed,small city
100001444,female,non-single,25,high school,106987,skilled employee,small city
100001445,female,non-single,54,university,51882,unemployed,small city
100001446,female,single,46,university,104751,unemployed,small city
100001447,female,non-single,42,high school,50947,unemployed,small city
100001448,female,single,45,university,126986,unemployed,small city
100001449,female,single,48,university,110223,unemployed,small city
100001450,female,single,21,high school,100591,unemployed,small city
100001451,female,non-single,31,high school,123257,skilled employee,small city
100001452,female,single,35,high school,137736,skilled employee,mid-sized city
100001453,female,non-single,36,high school,110221,skilled employee,mid-sized city
100001454,female,non-single,32,high school,99703,unemployed,small city
100001455,female,non-single,26,high school,106667,unemployed,small city
100001456,female,non-single,34,high school,143319,skilled employee,small city
100001457,female,non-single,65,university,135557,skilled employee,mid-sized city
100001458,female,non-single,50,university,93390,unemployed,small city
100001459,female,non-single,39,high school,97577,skilled employee,small city
100001460,female,single,52,university,124196,unemployed,small city
100001461,female,non-single,36,high school,81136,unemployed,small city
100001462,female,non-single,29,high school,119439,skilled employee,small city
100001463,female,non-single,36,high school,145231,skilled employee,mid-sized city
100001464,female,non-single,36,high school,85623,unemployed,small city
100001465,female,non-single,27,high school,145373,skilled employee,mid-sized city
100001466,female,non-single,36,high school,135896,management/self -employed,mid-sized city
100001467,female,non-single,26,high school,106470,skilled employee,mid-sized city
100001468,female,single,57,university,113334,skilled employee,mid-sized city
100001469,female,single,27,high school,100560,unemployed,small city
100001470,female,non-single,58,university,108442,unemployed,small city
100001471,female,non-single,27,high school,64472,unemployed,small city
100001472,female,non-single,49,university,120207,skilled employee,small city
100001473,female,non-single,43,university,101680,skilled employee,small city
100001474,female,single,45,university,92342,unemployed,small city
100001475,female,non-single,27,high school,98611,unemployed,small city
100001476,female,non-single,34,high school,97613,skilled employee,mid-sized city
100001477,female,non-single,21,high school,82298,unemployed,small city
100001478,female,non-single,54,university,125302,skilled employee,mid-sized city
100001479,female,non-single,43,university,108725,unemployed,small city
100001480,female,single,25,high school,85569,unemployed,small city
100001481,female,single,57,university,110372,unemployed,small city
100001482,female,non-single,26,high school,100511,skilled employee,mid-sized city
100001483,female,single,30,high school,110455,skilled employee,small city
100001484,female,single,58,university,141993,unemployed,small city
100001485,female,non-single,25,high school,121789,skilled employee,mid-sized city
100001486,female,non-single,23,high school,138967,skilled employee,small city
100001487,female,single,22,high school,105230,skilled employee,small city
100001488,female,non-single,21,high school,90656,skilled employee,mid-sized city
100001489,female,non-single,20,high school,115445,skilled employee,mid-sized city
100001490,female,non-single,22,high school,59955,unemployed,small city
100001491,female,single,27,high school,126268,skilled employee,mid-sized city
100001492,female,single,24,high school,80830,unemployed,small city
100001493,female,non-single,23,high school,123625,skilled employee,small city
100001494,female,non-single,26,high school,102543,skilled employee,mid-sized city
100001495,female,single,28,high school,101948,skilled employee,small city
100001496,female,non-single,64,graduate school,142280,skilled employee,small city
100001497,female,non-single,26,high school,105434,skilled employee,mid-sized city
100001498,female,non-single,31,high school,106115,skilled employee,small city
100001499,female,single,28,high school,111057,unemployed,small city
100001500,female,non-single,25,high school,117758,skilled employee,mid-sized city
100001501,female,single,49,university,118396,unemployed,small city
100001502,female,non-single,33,high school,136260,skilled employee,mid-sized city
100001503,female,single,27,high school,97192,skilled employee,small city
100001504,female,non-single,59,university,62101,unemployed,small city
100001505,female,non-single,28,high school,123497,skilled employee,small city
100001506,female,non-single,24,high school,120326,skilled employee,mid-sized city
100001507,female,non-single,26,high school,66645,unemployed,small city
100001508,female,single,33,high school,83429,unemployed,small city
100001509,female,single,37,high school,107539,skilled employee,mid-sized city
100001510,female,non-single,46,university,153880,skilled employee,small city
100001511,female,non-single,62,university,140178,unemployed,mid-sized city
100001512,female,single,26,high school,100402,unemployed,small city
100001513,female,non-single,49,university,122158,unemployed,small city
100001514,female,non-single,25,high school,89331,unemployed,small city
100001515,female,non-single,37,high school,125359,unemployed,small city
100001516,female,single,31,high school,124110,skilled employee,small city
100001517,female,single,25,high school,93526,unemployed,small city
100001518,female,non-single,21,high school,70170,unemployed,small city
100001519,female,non-single,27,high school,82357,unemployed,small city
100001520,female,non-single,29,high school,126745,skilled employee,small city
100001521,female,non-single,30,high school,103326,skilled employee,mid-sized city
100001522,female,non-single,26,high school,116048,skilled employee,mid-sized city
100001523,female,non-single,40,university,137115,unemployed,small city
100001524,female,non-single,23,high school,105365,skilled employee,mid-sized city
100001525,female,non-single,31,high school,95911,skilled employee,small city
100001526,female,non-single,29,high school,88669,unemployed,small city
100001527,female,single,22,high school,103776,unemployed,small city
100001528,female,non-single,26,high school,108864,skilled employee,mid-sized city
100001529,female,single,39,high school,106037,skilled employee,mid-sized city
100001530,female,single,35,high school,84851,unemployed,small city
100001531,female,non-single,26,high school,95748,skilled employee,mid-sized city
100001532,female,non-single,28,high school,133616,skilled employee,mid-sized city
100001533,female,non-single,56,university,132752,skilled employee,small city
100001534,female,non-single,22,high school,95712,skilled employee,mid-sized city
100001535,female,non-single,26,high school,109063,skilled employee,small city
100001536,female,single,41,high school,113521,skilled employee,small city
100001537,female,non-single,29,high school,109380,skilled employee,mid-sized city
100001538,female,non-single,42,university,82558,unemployed,small city
100001539,female,non-single,50,university,124777,skilled employee,mid-sized city
100001540,female,non-single,33,high school,133542,skilled employee,small city
100001541,female,non-single,28,high school,116492,skilled employee,mid-sized city
100001542,female,non-single,27,high school,68834,unemployed,small city
100001543,female,non-single,27,high school,124023,skilled employee,small city
100001544,female,single,28,high school,63882,unemployed,small city
100001545,female,non-single,24,high school,122492,skilled employee,mid-sized city
100001546,female,single,28,high school,141453,management/self -employed,mid-sized city
100001547,female,non-single,32,high school,99327,skilled employee,small city
100001548,female,single,32,high school,45590,unemployed,small city
100001549,female,single,30,high school,71167,unemployed,small city
